ObjectID,Route Location:,Route ID:,Select the statement that best describes the amount and distribution of litter in the street.,Does litter obstruct the street?,Select the statement that best describes the amount and distribution of litter on the sidewalk.,How many large abandoned items are present?,What types of items are present? (select all that apply),Other dumped items:,Does illegal dumping obstruct the street?,How many instances of graffiti are present on private property or on the sidewalk or non-painted curb immediately adjacent to private property?,How many instances of graffiti are present on SF gov property?,How many instances of graffiti are present on other property?,Select the statement that best describes the amount and distribution of broken glass on the street and sidewalk:,How many instances of broken glass are present along the sidewalk and street?,How many instances of feces are present?,How many abandoned syringes are present?,How many used or opened condoms are present?,How many dead animals are present?,Does the route have one or more trash receptacles?,Are any trash receptacles overflowing?,Is sidewalk clearance less than 4 feet wide or 8 feet high at any point?,"If yes, identify the cause (select all that apply)",Other sidewalk obstructions:,Does the sidewalk have any defects that have not been marked for repair?,Does the sidewalk have any marked defects that have not been repaired?,How severe are the pavement defects?,Do you detect any strong unpleasant or offensive odors along the street or sidewalk?,"If yes, is the odor from a sewer or catch basin?",Does the route have one or more transit shelters?,Which of the following issues are present in or on any of the transit shelters along the route?,Is this route predominantly residential or commercial/industrial/mixed use?,CreationDate,x,y,the_geom,SF Find Neighborhoods 2,Analysis Neighborhoods 2,Current Supervisor Districts 2
58,Lombard St BETWEEN Gough St AND Octavia St,179,3,0,4,4,3,,0,28,11,0,4,5,1,0,2,0,0,,0,,,1,1,3,0,,0,,1,01/21/2022 07:16:22 PM,-122.428673686706,37.8008494589952,POINT (-122.428673686706 37.8008494589952),17,13,6
1107,14th St BETWEEN Mission St AND Valencia St,14851,3,0,3,22,36411122570,pallet,0,34,47,29,3,5,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,04/30/2022 01:51:51 AM,-122.421103558654,37.768211617135,POINT (-122.421103558654 37.768211617135),53,20,2
1728,12th St BETWEEN Folsom St AND Harrison St,843,4,0,5,0,,,,19,18,13,2,1,2,0,0,0,0,,0,,,1,0,1,0,,0,,1,06/15/2022 10:26:28 PM,-122.414037990043,37.7704739976281,POINT (-122.414037990043 37.7704739976281),32,20,10
2964,Van Ness Ave BETWEEN Sacramento St AND Clay St,15840,3,0,3,0,,,,24,56,60,2,1,8,0,0,0,1,1,0,,,0,0,,0,,1,45,1,11/30/2022 07:18:29 PM,-122.422502045109,37.7917448293014,POINT (-122.422502045109 37.7917448293014),105,21,3
93,Stanyan St BETWEEN Beulah St AND Frederick St,11125,2,0,2,0,,,,5,6,12,2,1,0,0,0,0,1,0,0,,,1,1,1,0,,0,,1,01/24/2022 11:50:46 PM,-122.453082940473,37.7668436585214,POINT (-122.453082940473 37.7668436585214),9,12,11
2675,24th St BETWEEN Vicksburg St AND Sanchez St,2469,3,0,2,0,,,,5,6,3,1,,2,0,0,0,1,0,0,,,1,0,2,0,,0,,1,10/28/2022 03:13:10 PM,-122.42910327994,37.751604328033,POINT (-122.42910327994 37.751604328033),84,22,5
2869,08th St BETWEEN Howard St AND Folsom St,12961,3,0,3,1,3,,0,13,55,15,5,5,2,0,0,0,1,0,0,,,1,0,3,0,,1,1296,1,11/15/2022 09:55:36 PM,-122.410834436043,37.7756065764887,POINT (-122.410834436043 37.7756065764887),32,34,10
601,Ulloa St BETWEEN Claremont Blvd AND West Portal Ave,13196,2,0,2,0,,,,11,22,2,1,,0,0,0,0,1,1,0,,,1,0,2,0,,0,,1,02/17/2022 12:58:14 AM,-122.465473555003,37.7407281868062,POINT (-122.465473555003 37.7407281868062),46,41,8
4664,Justin Dr BETWEEN Benton Ave AND College Ave,10697,3,0,3,0,,,,0,0,0,1,,0,0,0,0,0,,1,1312,,1,0,3,0,,0,,2,04/24/2023 09:59:37 PM,-122.422429857391,37.7323414906515,POINT (-122.422429857391 37.7323414906515),93,2,2
1888,Leavenworth St BETWEEN Golden Gate Ave AND Turk St,8986,3,0,3,0,,,,35,44,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,07/21/2022 05:41:41 PM,-122.413972898117,37.7823338387528,POINT (-122.413972898117 37.7823338387528),20,36,10
944,Gough St BETWEEN Fulton St AND Mcallister St,2944,2,0,3,0,,,,5,6,5,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,04/08/2022 03:28:06 PM,-122.42346088169,37.7792154229842,POINT (-122.42346088169 37.7792154229842),97,39,11
4534,17th St BETWEEN Kansas St AND Vermont St,12197,3,0,3,0,,,,0,25,3,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,04/11/2023 08:25:49 PM,-122.404012006344,37.7646935954642,POINT (-122.404012006344 37.7646935954642),54,4,9
3473,Fillmore St BETWEEN Eddy St AND Ellis St,2212,3,0,3,0,,,,6,5,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,1,129,1,01/20/2023 10:20:01 PM,-122.432422181215,37.7818890035045,POINT (-122.432422181215 37.7818890035045),97,39,11
279,Murray St BETWEEN Crescent Ave AND Richland Ave,12134,2,0,2,0,,,,0,11,0,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,02/02/2022 10:11:11 PM,-122.420206822608,37.7354224455769,POINT (-122.420206822608 37.7354224455769),61,2,2
3936,Lombard St BETWEEN Octavia St AND Laguna St,13011,3,0,4,2,11,,0,43,22,18,3,1,1,0,0,0,0,,0,,,1,0,1,0,,0,,1,02/17/2023 10:02:46 PM,-122.430305598591,37.8006357257906,POINT (-122.430305598591 37.8006357257906),17,13,6
431,24Th St BETWEEN Tennessee St AND Minnesota St,2574,2,0,2,0,,,,2,6,1,2,1,0,0,0,0,0,,1,0,Probably design exception due to corner park,0,0,,0,,0,,1,02/08/2022 10:23:55 PM,-122.389381607046,37.7540313099796,POINT (-122.389381607046 37.7540313099796),56,26,9
225,Fillmore St BETWEEN Post St AND Sutter St,1908,4,0,4,1,0,Bottle corn oil,0,18,4,2,2,1,3,0,0,0,1,0,0,,,1,0,2,0,,1,4756,1,01/31/2022 09:56:59 PM,-122.433190706111,37.7856231293793,POINT (-122.433190706111 37.7856231293793),103,15,11
979,Haight St BETWEEN Fillmore St AND Steiner St,10834,3,0,3,2,3,,0,101,15,32,1,,0,0,0,0,1,1,0,,,1,1,2,0,,1,5,1,04/13/2022 09:32:51 PM,-122.43127632707,37.7720077086368,POINT (-122.43127632707 37.7720077086368),26,9,11
227,Fillmore St BETWEEN Bush St AND Pine St,8509,3,0,3,3,7,,0,13,21,16,2,1,0,0,0,0,1,0,0,,,0,0,,0,,0,,1,01/31/2022 10:22:50 PM,-122.433566739092,37.7874904140584,POINT (-122.433566739092 37.7874904140584),103,30,11
773,Selby St BETWEEN Oakdale Ave AND Palou Ave,1654,3,0,4,2,3,,0,25,0,2,2,1,7,0,0,0,0,,0,,,0,0,,0,,0,,1,03/21/2022 04:47:46 PM,-122.399979157319,37.7395938813945,POINT (-122.399979157319 37.7395938813945),87,1,9
2208,Clay St BETWEEN Kearny St AND Grant Ave,2974,3,0,3,1,3,,0,100,11,4,1,,0,0,0,1,0,,0,,,1,0,2,0,,0,,1,08/19/2022 11:18:13 PM,-122.405564118187,37.7943641369534,POINT (-122.405564118187 37.7943641369534),104,6,3
3539,Balboa St BETWEEN 33rd Ave AND 34th Ave,13067,3,0,3,0,,,,1,12,0,1,,1,0,0,0,1,0,1,13,,1,0,2,0,,0,,1,01/24/2023 09:15:56 PM,-122.493574105748,37.7758863434215,POINT (-122.493574105748 37.7758863434215),8,29,4
2823,Nebraska St BETWEEN Powhattan Ave AND Cortland Avee,12250,2,0,2,0,,,,0,19,0,5,2,0,0,0,0,0,,1,12013,cars blocking sidewalk in 6 places on the street,1,0,2,0,,0,,2,11/10/2022 06:00:33 PM,-122.410435942484,37.7405702718469,POINT (-122.410435942484 37.7405702718469),83,2,2
2790,Washington St BETWEEN Montgomery St AND Kearny St,15103,3,0,4,9,763,,0,46,32,3,5,3,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,11/09/2022 04:53:31 PM,-122.404137077883,37.7954292651473,POINT (-122.404137077883 37.7954292651473),104,6,3
3342,Brannan St BETWEEN Ritch St AND Zoe St,8222,2,0,2,0,,,,0,11,0,2,1,1,0,0,0,0,,0,,,0,0,,0,,0,,1,01/09/2023 10:27:46 PM,-122.395072096604,37.7794795675011,POINT (-122.395072096604 37.7794795675011),32,34,10
3509,Columbus Ave BETWEEN Lombard St AND Taylor St,5179,4,0,5,2,610,,0,12,23,100,4,3,0,0,0,0,1,0,0,,,1,0,3,0,,0,,1,01/23/2023 11:56:26 PM,-122.414297763958,37.8031427642908,POINT (-122.414297763958 37.8031427642908),106,23,3
643,Valencia St BETWEEN 16th St AND 17th St,15969,4,0,3,1,7,,0,101,58,8,2,1,1,0,0,0,1,0,0,,,1,0,2,0,,0,,1,02/18/2022 09:09:27 PM,-122.421822197407,37.764113517043,POINT (-122.421822197407 37.764113517043),37,20,5
2505,Irving St BETWEEN 05th Ave AND 06th Ave,2976,4,0,4,0,,,,4,35,5,5,5,0,0,0,0,0,,1,2,,1,0,2,0,,1,596,1,10/12/2022 08:46:37 PM,-122.46256626718,37.7642013345153,POINT (-122.46256626718 37.7642013345153),109,14,11
952,Grant Ave BETWEEN Geary St AND Post St,7095,2,0,2,0,,,,0,0,4,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,04/12/2022 02:50:35 PM,-122.405144499847,37.7882346901399,POINT (-122.405144499847 37.7882346901399),19,8,3
1701,26th Ave BETWEEN Santiago St AND Taraval St,4871,2,0,3,0,,,,0,4,10,1,,0,0,0,0,0,,1,12,,1,0,2,0,,0,,2,06/15/2022 06:43:17 PM,-122.48327057317,37.7436585781333,POINT (-122.48327057317 37.7436585781333),40,35,7
2348,Turk St BETWEEN Hyde St AND Larkin St,16229,3,0,4,1,6,,0,48,36,13,1,,3,0,0,0,1,0,0,,,1,0,2,0,,1,1267,1,09/16/2022 06:48:58 PM,-122.416515984669,37.7824800557484,POINT (-122.416515984669 37.7824800557484),20,36,10
566,Balboa St BETWEEN 40th Ave AND 41st Ave,8001,2,0,2,0,,,,0,9,3,2,1,1,0,0,0,1,0,0,,,1,0,1,0,,1,126,1,02/15/2022 10:06:20 PM,-122.501069772446,37.7755494790955,POINT (-122.501069772446 37.7755494790955),8,29,4
901,Shrader St BETWEEN Alma St AND Rivoli St,9608,2,0,2,3,5,,0,0,0,0,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,2,04/05/2022 10:29:00 PM,-122.450818681104,37.7626837407529,POINT (-122.450818681104 37.7626837407529),114,3,11
2591,Mcallister St BETWEEN Franklin St AND Gough St,5905,5,0,4,13,37,,0,44,25,4,5,12,0,0,0,0,1,0,0,,,1,1,2,0,,1,9122,1,10/20/2022 04:16:19 PM,-122.422716439729,37.7797818488719,POINT (-122.422716439729 37.7797818488719),21,9,11
947,Van Ness Ave BETWEEN Mcallister St AND Golden Gate Ave,15874,2,0,4,0,,,,5,14,2,1,,0,0,0,0,0,,0,,,0,0,,0,,1,59,1,04/08/2022 03:54:56 PM,-122.42042890052,37.7805464154416,POINT (-122.42042890052 37.7805464154416),21,39,11
1150,Gough St BETWEEN Oak St AND Fell St,8785,3,0,4,4,37,,0,5,14,0,1,,3,0,0,0,0,,1,131,,1,0,1,0,,0,,1,05/11/2022 03:49:58 PM,-122.42270605251,37.7754902238352,POINT (-122.42270605251 37.7754902238352),22,9,11
1578,Fillmore St BETWEEN Golden Gate Ave AND Turk St,12241,3,0,4,0,,,,26,6,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,1,5,1,06/09/2022 08:10:48 PM,-122.432059313045,37.7800351482436,POINT (-122.432059313045 37.7800351482436),97,39,11
2749,Geary St BETWEEN Leavenworth St AND Hyde St,7297,4,0,4,4,3,,0,91,101,11,5,6,1,0,0,0,1,1,0,,,1,0,2,0,,1,1226975,1,11/04/2022 03:38:17 PM,-122.415627886823,37.7864150221326,POINT (-122.415627886823 37.7864150221326),20,36,10
192,Leo St BETWEEN Mission St AND Alemany Blvd,10868,2,0,2,0,,,,0,20,0,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,1,01/29/2022 01:18:50 AM,-122.437111561272,37.7227155034287,POINT (-122.437111561272 37.7227155034287),80,28,1
3615,Fulton St BETWEEN 40th Ave AND 41st Ave,7483,3,0,4,1,3,,0,0,23,1,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,2,02/01/2023 06:01:29 PM,-122.500792627808,37.7718118619762,POINT (-122.500792627808 37.7718118619762),8,29,4
2475,Union St BETWEEN Webster St AND Fillmore St,16113,3,0,2,1,7,,0,14,26,4,4,1,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,10/04/2022 09:06:49 PM,-122.434668281141,37.7971935179482,POINT (-122.434668281141 37.7971935179482),15,13,6
1571,Scott St BETWEEN Post St AND Sutter St,11368,4,0,2,2,5,,0,1,4,0,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,06/09/2022 07:19:04 PM,-122.438126245216,37.7850000749028,POINT (-122.438126245216 37.7850000749028),103,15,11
2631,Mission St BETWEEN Virginia Ave AND Eugenia Ave,12490,4,0,4,5,7123,,0,44,52,6,5,4,1,0,0,0,1,0,0,,,1,1,2,0,,1,12569,1,10/21/2022 08:57:35 PM,-122.42178461998,37.7426601092628,POINT (-122.42178461998 37.7426601092628),83,2,2
1894,Eddy St BETWEEN Leavenworth St AND Hyde St,635,3,0,4,0,,,,45,13,5,1,,3,0,0,0,1,0,0,,,1,0,2,0,,0,,1,07/21/2022 06:14:09 PM,-122.415075272006,37.7836246605896,POINT (-122.415075272006 37.7836246605896),20,36,10
3783,Kearny St BETWEEN Columbus Ave AND Broadway,7885,3,0,3,2,1173,,0,49,14,18,2,1,1,0,0,0,1,0,0,,,1,0,2,0,,0,,1,02/14/2023 08:17:34 PM,-122.405392636088,37.7974621099067,POINT (-122.405392636088 37.7974621099067),106,23,3
29,Bush St BETWEEN Polk St AND Van Ness Ave,12646,3,0,4,0,,,,0,11,0,3,1,3,0,0,0,0,,0,,,0,0,,0,,0,,1,01/20/2022 10:54:00 PM,0,0,POINT (0 0),,,
2024,Milton I Ross St BETWEEN Jerrold Ave AND Kirkwood Ave,12555,2,0,2,0,,,,1,0,0,1,,0,0,0,0,0,,1,0,No sidewalks,0,0,,0,,0,,1,07/28/2022 07:44:21 PM,-122.398664039014,37.7434889742072,POINT (-122.398664039014 37.7434889742072),85,1,9
955,Bush St BETWEEN Kearny St AND Grant Ave,6243,3,0,3,0,,,,6,1,7,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,1,04/12/2022 03:12:33 PM,-122.40481545145,37.7906676159299,POINT (-122.40481545145 37.7906676159299),104,8,3
1953,11th St BETWEEN Howard St AND Folsom St,955,2,0,2,0,,,,29,72,7,4,3,3,0,0,0,0,,0,,,1,0,2,0,,1,1256,1,07/27/2022 05:23:38 PM,-122.414807256048,37.7724870937133,POINT (-122.414807256048 37.7724870937133),32,20,10
126,18th St BETWEEN Hartford St AND Castro St,12111,2,0,2,19,365,,0,22,5,0,4,1,0,0,0,0,1,0,0,,,1,0,2,0,,1,1265,1,01/26/2022 09:33:55 PM,-122.43446535621,37.7609267793837,POINT (-122.43446535621 37.7609267793837),38,5,5
784,Newhall St BETWEEN Galvez Ave AND Hudson Ave,9545,3,0,5,0,,,,8,0,0,3,4,0,0,0,0,0,,0,,,0,0,,0,,0,,,03/23/2022 04:55:57 PM,-122.38800351145,37.7403630710423,POINT (-122.38800351145 37.7403630710423),86,1,9
79,Valencia St BETWEEN 21st St AND 22nd St,15960,3,0,3,3,54,,0,89,2,0,1,,0,0,0,0,1,0,0,,,1,0,3,0,,0,,1,01/21/2022 11:51:28 PM,-122.421054029143,37.7561033375458,POINT (-122.421054029143 37.7561033375458),52,20,5
3585,Taraval St BETWEEN 46th Ave AND 47th Ave,9050,3,0,3,0,,,,2,7,1,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,1,01/31/2023 05:54:05 PM,-122.505155717295,37.7417404444042,POINT (-122.505155717295 37.7417404444042),39,35,7
4604,Geary St BETWEEN Stockton St AND Powell St,7302,3,0,3,0,,,,2,0,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,04/20/2023 06:16:33 PM,-122.407408305567,37.7874636461988,POINT (-122.407408305567 37.7874636461988),19,8,3
3723,Sacramento St BETWEEN Kearny St AND Grant Ave,9787,2,0,2,2,3,,0,101,39,6,2,1,0,0,0,0,1,1,0,,,0,0,,0,,1,5612,1,02/10/2023 12:32:08 AM,-122.405371452915,37.7934723973569,POINT (-122.405371452915 37.7934723973569),104,6,3
3538,Geary Blvd BETWEEN 34th Ave AND 35th Ave,4293,3,0,3,1,8,,0,0,0,0,1,,0,0,0,0,0,,1,13,,1,0,2,0,,0,,1,01/24/2023 09:05:15 PM,-122.494907056509,37.7795709096484,POINT (-122.494907056509 37.7795709096484),8,29,4
3589,Quintara St BETWEEN 45th Ave AND 46th Ave,10950,2,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,01/31/2023 06:33:55 PM,-122.504478143229,37.7473910504248,POINT (-122.504478143229 37.7473910504248),39,35,7
3508,Columbus Ave BETWEEN Taylor St AND Francisco St,5076,3,0,3,0,,,,16,31,0,1,,0,0,0,0,1,0,0,,,1,0,3,0,,0,,1,01/23/2023 11:39:21 PM,-122.415464101489,37.8039491373946,POINT (-122.415464101489 37.8039491373946),106,32,3
85,Haight St BETWEEN Central Ave AND Masonic Ave,8943,2,0,2,0,,,,101,67,15,3,4,2,0,0,0,0,,0,,,1,1,1,0,,1,512,1,01/24/2022 09:42:35 PM,-122.44451025753,37.7703232179677,POINT (-122.44451025753 37.7703232179677),25,3,11
4348,Wilder St BETWEEN Carrie St AND Diamond St,15499,3,0,2,0,,,,1,2,0,1,,0,0,0,0,0,,1,313,,1,0,2,0,,0,,1,03/16/2023 07:15:31 PM,-122.433392326688,37.7341430672972,POINT (-122.433392326688 37.7341430672972),96,10,5
4264,Mason St BETWEEN Pine St AND California St,9438,2,0,3,0,,,,8,19,10,2,1,1,0,0,0,0,,0,,,1,0,1,0,,0,,2,03/09/2023 07:01:13 PM,-122.410720202678,37.7913576619544,POINT (-122.410720202678 37.7913576619544),16,21,3
275,Grant Ave BETWEEN Green St AND Union St,8838,4,0,2,0,,,,46,29,17,2,1,0,0,0,0,0,,0,,,1,0,1,0,,0,,1,02/02/2022 09:46:16 PM,-122.407503058964,37.8001757966564,POINT (-122.407503058964 37.8001757966564),106,23,3
1501,Irving St BETWEEN 37th Ave AND 38th Ave,10033,2,0,2,0,,,,0,3,9,1,,0,0,0,0,0,,0,,,1,0,3,0,,0,,2,06/07/2022 07:47:55 PM,-122.496962507881,37.7626926590266,POINT (-122.496962507881 37.7626926590266),39,35,7
2261,Columbus Ave BETWEEN Green St AND Union St,10264,3,0,2,0,,,,45,16,1,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,09/02/2022 10:04:12 PM,-122.409610457214,37.7999026611386,POINT (-122.409610457214 37.7999026611386),106,23,3
2044,Balceta Ave BETWEEN Laguna Honda Blvd AND Vasquez Ave,3524,2,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,07/29/2022 07:51:11 PM,-122.458038741978,37.7456052806741,POINT (-122.458038741978 37.7456052806741),49,41,8
4260,California St BETWEEN Leavenworth St AND Hyde St,6164,3,0,3,3,511,"expired public works street use sign in bucket and concrete by cable car hotel, exp 2020",0,64,44,7,4,1,5,0,0,0,0,,0,,,0,1,2,0,,0,,2,03/09/2023 05:51:50 PM,-122.416570726206,37.7910895660248,POINT (-122.416570726206 37.7910895660248),16,21,3
3580,43rd Ave BETWEEN Santiago St AND Taraval St,1452,3,0,3,0,,,,2,0,0,4,1,3,0,0,0,0,,1,1213,,1,0,2,0,,0,,2,01/31/2023 05:04:16 PM,-122.501469677258,37.7428475940701,POINT (-122.501469677258 37.7428475940701),39,35,7
1530,Otsego Ave BETWEEN Onondaga Ave AND Oneida Ave,696,3,0,3,6,113,,0,5,9,11,2,1,1,0,0,0,1,1,0,,,1,0,2,0,,0,,2,06/08/2022 08:37:06 PM,-122.441795351112,37.7221610127342,POINT (-122.441795351112 37.7221610127342),80,28,1
3352,Steiner St BETWEEN California St AND Perine Pl,1900,3,0,3,1,2,,0,6,7,0,1,,0,0,0,0,0,,0,,,1,1,3,0,,0,,1,01/12/2023 05:44:57 PM,-122.435533340793,37.788934234116,POINT (-122.435533340793 37.788934234116),102,30,6
3933,Judah St BETWEEN 16th Ave AND 17th Ave,13383,2,0,2,0,,,,0,0,0,2,1,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,02/17/2023 09:32:17 PM,-122.474316028077,37.7617765681649,POINT (-122.474316028077 37.7617765681649),109,14,11
1768,Geary Blvd BETWEEN Arguello Blvd AND 02nd Ave,7381,2,0,2,1,3,,0,8,43,3,2,1,0,0,0,0,1,0,0,,,0,0,,0,,1,12596,1,06/17/2022 06:14:28 PM,-122.459436942769,37.7811748089523,POINT (-122.459436942769 37.7811748089523),5,11,4
2623,Mission St BETWEEN Bosworth St AND Trumbull St,9263,3,0,4,4,311,,0,9,101,13,5,12,2,0,0,0,1,0,0,,,1,0,2,0,,1,129,1,10/21/2022 06:34:51 PM,-122.42784780977,37.7322086043377,POINT (-122.42784780977 37.7322086043377),93,28,5
163,Van Ness Ave BETWEEN Filbert St AND Greenwich St,15815,2,0,4,1,3,,0,5,8,8,4,1,1,0,0,0,0,,0,,,1,1,3,0,,0,,1,01/28/2022 07:37:50 PM,-122.424380363079,37.7999417084455,POINT (-122.424380363079 37.7999417084455),15,13,6
4476,Executive Park Blvd BETWEEN Candlestick Cove Way AND Thomas Mellon Dr,12886,2,0,3,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,1,1,2,0,,0,,1,04/05/2023 09:05:24 PM,-122.393306137215,37.7113572791863,POINT (-122.393306137215 37.7113572791863),79,1,9
2193,De Haro St BETWEEN 22nd St AND 23rd St,3223,3,0,4,12,39,,0,0,0,0,1,,0,0,0,0,0,,1,13,,1,1,1,0,,0,,2,08/17/2022 07:33:40 PM,-122.400760819177,37.7559116803275,POINT (-122.400760819177 37.7559116803275),54,26,9
634,South Van Ness Ave BETWEEN Mission St AND 12th St,13797,2,0,5,20,5113,,0,8,0,5,1,,0,0,0,0,0,,1,9,,1,0,1,0,,0,,1,02/18/2022 05:52:24 PM,-122.418418224775,37.7726543788244,POINT (-122.418418224775 37.7726543788244),32,20,10
856,Clement St BETWEEN 22nd Ave AND 23rd Ave,2208,2,0,2,1,7,,0,16,6,1,2,1,0,0,0,0,0,,0,,,0,0,,0,,0,,1,03/31/2022 11:03:45 PM,-122.482210253911,37.7821349622727,POINT (-122.482210253911 37.7821349622727),8,29,4
4343,Still St BETWEEN Rousseau St AND Rotteck St,13743,4,0,4,0,,,,0,10,0,5,3,0,0,0,0,0,,1,3,,1,0,1,0,,0,,2,03/16/2023 06:35:27 PM,-122.430400210953,37.7318427325404,POINT (-122.430400210953 37.7318427325404),94,28,5
4275,Sutter St BETWEEN Grant Ave AND Stockton St,1549,2,0,2,0,,,,3,15,1,1,,0,0,0,0,1,0,0,,,0,1,3,0,,0,,1,03/09/2023 09:16:35 PM,-122.40617783102,37.7895326421767,POINT (-122.40617783102 37.7895326421767),19,8,3
4180,Irving St BETWEEN 23rd Ave AND 24th Ave,6560,2,0,2,0,,,,22,10,4,2,2,0,0,0,0,1,0,0,,,0,0,,0,,0,,1,03/03/2023 02:10:27 AM,-122.48194568389,37.7633494516329,POINT (-122.48194568389 37.7633494516329),39,35,7
4074,Geary Blvd BETWEEN 04th Ave AND 05th Ave,3542,3,0,3,1,3,,0,21,44,5,4,1,0,0,0,0,0,,0,,,1,1,2,0,,0,,1,02/24/2023 02:09:06 AM,-122.462679675891,37.781162617017,POINT (-122.462679675891 37.781162617017),5,11,4
4672,Central Ave BETWEEN Fell St AND Hayes St,5912,3,0,3,8,1264371110,,0,0,1,0,1,,0,0,0,0,0,,1,13,,1,0,3,0,,0,,2,04/25/2023 05:33:32 PM,-122.444310396752,37.7736807765212,POINT (-122.444310396752 37.7736807765212),24,18,11
3161,Taraval St BETWEEN 20th Ave AND 21st Ave,3546,3,0,3,6,37,,0,44,45,4,1,,0,0,0,0,0,,1,13,,1,1,1,0,,0,,1,12/12/2022 05:06:28 PM,-122.477300420097,37.7429791037982,POINT (-122.477300420097 37.7429791037982),40,35,7
3344,03rd St BETWEEN Brannan St AND Townsend St,7546,2,0,2,0,,,,17,22,0,5,17,0,0,0,0,1,1,0,,,1,0,1,0,,0,,,01/09/2023 10:55:48 PM,-122.393524905733,37.7794707272225,POINT (-122.393524905733 37.7794707272225),31,34,10
867,Natoma St BETWEEN 05th St AND 06th St,12260,5,0,5,2,3411,,0,72,0,10,1,,2,0,0,0,0,,1,2598,,1,0,2,1,0,0,,1,04/01/2022 04:23:07 PM,-122.406592072045,37.7810484726584,POINT (-122.406592072045 37.7810484726584),32,34,10
2108,Fillmore St BETWEEN Sutter St AND Bush St,1898,4,0,4,1,7,,0,1,14,6,1,,4,0,0,0,1,0,0,,,1,1,3,0,,0,,1,08/04/2022 08:43:06 PM,-122.433378966045,37.7865579923196,POINT (-122.433378966045 37.7865579923196),103,30,11
3045,Valencia St BETWEEN 15th St AND 16th St,13000,3,0,3,4,648,beer bottles,0,101,101,56,1,,1,0,0,0,1,0,0,,,1,1,1,0,,0,,1,12/06/2022 05:39:18 PM,-122.421965062775,37.7657284811557,POINT (-122.421965062775 37.7657284811557),53,20,5
153,Taraval St BETWEEN 46th Ave AND 47th Ave,9050,2,0,3,0,,,,13,5,3,2,1,1,0,0,0,0,,0,,,0,0,,0,,0,,1,01/27/2022 08:14:29 PM,-122.505168941395,37.7417453800395,POINT (-122.505168941395 37.7417453800395),39,35,7
4422,Oak Park Dr BETWEEN Clarendon Ave AND Forest Knolls Dr,11697,2,0,2,0,,,,0,1,0,1,,0,0,0,0,0,,1,3,us mailbox,1,0,1,0,,0,,2,03/30/2023 06:57:06 PM,-122.455305482979,37.7551976389687,POINT (-122.455305482979 37.7551976389687),111,14,8
1157,Clement St BETWEEN 04th Ave AND 05th Ave,13687,3,0,3,8,703,Large plastic container with grease from restaurant,0,13,14,1,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,05/13/2022 07:05:31 PM,-122.462827868269,37.7830187144892,POINT (-122.462827868269 37.7830187144892),5,11,4
2998,Grant Ave BETWEEN California St AND Sacramento St,7089,3,0,3,0,,,,8,11,10,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,12/01/2022 12:20:49 AM,-122.406033800537,37.7929152288293,POINT (-122.406033800537 37.7929152288293),104,6,3
3064,16th St BETWEEN South Van Ness Ave AND Mission St,426,3,0,4,0,,,,101,101,101,5,5,7,0,0,0,1,0,0,,,1,0,2,0,,1,1259,1,12/06/2022 09:33:02 PM,-122.418577784435,37.7651172405337,POINT (-122.418577784435 37.7651172405337),53,20,2
4038,05th St BETWEEN Harrison St AND Bryant St,8970,5,1,5,1,612,Garbage,1,3,54,0,4,1,4,0,0,0,0,,1,28910,,1,0,3,0,,0,,1,02/22/2023 09:55:26 PM,-122.401070510676,37.7784155747567,POINT (-122.401070510676 37.7784155747567),32,34,10
2816,Banks St BETWEEN Jarboe Ave AND Tompkins Ave,3451,4,0,3,0,,,,0,15,6,1,,1,0,0,0,1,0,1,13,,1,0,2,0,,0,,2,11/10/2022 04:13:57 PM,-122.412801777956,37.7376569437146,POINT (-122.412801777956 37.7376569437146),83,2,2
